Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,118/69,78/43,17/11,17/9,-,6/6
2024,32/18,28/14,3/3,0/1,-,1/0
2023,41/29,17/16,11/6,9/4,-,4/3
2022,41/16,32/9,-,8/4,-,1/3
2021,3/5,0/3,3/2,-,-,-
2020,1/1,1/1,-,-,-,-
