Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,81/52,66/36,12/8,3/8,-,-
2024,50/19,42/16,8/2,0/1,-,-
2023,25/20,22/15,3/3,0/2,-,-
2022,2/5,-,1/2,1/3,-,-
2021,3/5,1/2,0/1,2/2,-,-
2020,1/3,1/3,-,-,-,-
