Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/65,36/19,51/28,13/8,-,14/10
2024,9/9,8/6,-,-,-,1/3
2023,32/15,11/3,13/9,2/3,-,6/0
2022,31/17,4/2,16/9,7/3,-,4/3
2021,29/14,8/4,17/8,3/1,-,1/1
2020,0/1,0/1,-,-,-,-
2019,0/2,-,-,-,-,0/2
2017,5/2,5/2,-,-,-,-
2016,5/1,-,3/1,-,-,2/0
2015,2/2,-,2/1,-,-,0/1
2014,1/2,0/1,-,1/1,-,-
