Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,214/126,111/63,67/32,32/27,4/4,-
2024,22/18,15/10,6/5,1/3,-,-
2023,34/29,13/13,16/11,5/4,0/1,-
2022,53/24,24/12,8/3,17/6,4/3,-
2021,52/22,31/10,18/6,3/6,-,-
2020,17/6,-,17/6,-,-,-
2019,2/1,-,2/1,-,-,-
2018,3/1,3/1,-,-,-,-
2014,8/11,7/8,-,1/3,-,-
2013,15/9,10/4,-,5/5,-,-
2012,8/5,8/5,-,-,-,-
