Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,202/110,147/66,41/29,14/14,0/1,-
2024,0/1,-,0/1,-,-,-
2023,40/25,25/13,8/6,7/5,0/1,-
2022,42/25,28/18,10/3,4/4,-,-
2021,39/20,29/14,7/3,3/3,-,-
2020,22/19,10/5,12/13,0/1,-,-
2019,40/13,40/12,-,0/1,-,-
2018,19/7,15/4,4/3,-,-,-
