Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,133/109,47/52,84/52,2/5,-,-
2024,14/21,8/12,6/9,-,-,-
2023,47/23,-,47/23,-,-,-
2022,11/11,2/7,9/4,-,-,-
2021,16/17,13/11,3/4,0/2,-,-
2020,7/7,5/3,2/3,0/1,-,-
2019,18/19,8/9,8/8,2/2,-,-
2018,16/7,7/6,9/1,-,-,-
2017,4/4,4/4,-,-,-,-
