Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,56/45,55/41,1/4,-,-,-
2024,17/22,17/19,0/3,-,-,-
2023,36/19,36/19,-,-,-,-
2022,2/3,2/3,-,-,-,-
2021,1/1,-,1/1,-,-,-
