Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,43/32,0/1,43/31,-,-,-
2023,13/11,-,13/11,-,-,-
2022,24/14,0/1,24/13,-,-,-
2021,6/7,-,6/7,-,-,-
