Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,40/63,22/31,18/32,-,-,-
2024,5/6,2/4,3/2,-,-,-
2023,13/16,13/15,0/1,-,-,-
2022,13/25,3/7,10/18,-,-,-
2021,5/10,1/2,4/8,-,-,-
2019,4/6,3/3,1/3,-,-,-
