Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/40,-,24/37,1/2,-,1/1
2024,2/1,-,2/1,-,-,-
2023,18/10,-,17/9,1/1,-,-
2021,1/1,-,-,-,-,1/1
2019,0/3,-,0/3,-,-,-
2018,1/7,-,1/7,-,-,-
2017,2/14,-,2/13,0/1,-,-
2016,2/4,-,2/4,-,-,-
