Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,86/97,4/12,77/78,5/6,0/1,-
2024,14/13,-,13/12,1/1,-,-
2023,19/14,-,19/13,-,0/1,-
2022,10/13,1/2,9/10,0/1,-,-
2021,14/17,3/8,11/9,-,-,-
2020,3/7,0/2,2/4,1/1,-,-
2019,14/12,-,14/12,-,-,-
2018,3/10,-,3/9,0/1,-,-
2017,7/6,-,5/5,2/1,-,-
2016,1/4,-,0/3,1/1,-,-
2015,1/1,-,1/1,-,-,-
