Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.08.,Novak D.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['1', '1', '3', '1', '5', '1']",[],[],[],1.02
27.08.,Vuglar L.,0,,,,,,[],"['1', '0']",[],[],[],9.90
21.08.,Cuenin S.,2,,,,,,"['1', '0']","['4', '4', '6', '4']",[],[],[],2.94
21.08.,Novak D.,0,,,,,,"['4', '4']","['4', '3']",[],[],[],1.36
20.08.,Novak D.,2,,,,,,"['1', '1', '3', '1', '5', '1']","['1', '0', '4', '1', '5', '2']",[],[],[],1.16
20.08.,Basic N.,0,,,,,,"['1', '0']","['2', '4']",[],[],[],4.62
23.07.,Sorger S.,2,,,,,,"['2', '0', '6', '4']","['2', '0', '7', '5']",[],[],[],2.14
23.07.,Novak D.,0,,,,,,"['2', '3']","['1', '2']",[],[],[],1.64
19.07.,Orlov V.,2,,,,,,"['1', '0']","['3', '1', '5', '1']",[],[],[],4.09
19.07.,Novak D.,0,,,,,,"['5', '5']",[],[],[],[],1.20
18.07.,Novak D.,2,,,,,,[],"['3', '1', '6', '2']","['3', '1', '5', '1']",[],[],1.68
18.07.,Kopp S.,1,,,,,,"['6', '5']",[],[],[],[],2.06
17.07.,Novak D.,2,,,,,,"['1', '0', '3', '0', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],1.03
17.07.,Sumann E.,0,,,,,,"['1', '3']",[],[],[],[],8.80
16.07.,Novak D.,2,,,,,,"['1', '0', '5', '4']","['1', '0', '3', '0', '5', '0']",[],[],[],1.03
16.07.,Kobierski J.,0,,,,,,"['1', '1']",[],[],[],[],8.80
11.07.,Donald M.,2,,,,,,"['2', '1', '3', '4']","['4', '2', '6', '2']",[],[],[],3.20
11.07.,Novak D.,0,,,,,,"['2', '2', '4', '2']",[],[],[],[],1.31
10.07.,Novak D.,2,,,,,,"['2', '1', '4', '1']","['1', '2', '4', '5']",[],[],[],1.13
10.07.,Bieldiugin T.,0,,,,,,[],"['2', '0', '3', '1']",[],[],[],5.00
09.07.,Novak D.,2,,,,,,"['1', '0']","['1', '0', '4', '1']",[],[],[],1.15
09.07.,Schlageter J.,0,,,,,,[],[],[],[],[],4.75
11.06.,Cerny M.,2,,,,,,"['1', '0', '6', '3']",[],"['1', '1', '4', '4', '6', '4']",[],[],4.75
11.06.,Novak D.,1,,,,,,[],"['1', '0', '5', '2']","['1', '0', '4', '3']",[],[],1.15
20.05.,Juarez F.,2,,,,,,"['4', '2']","['4', '5', '6', '5']",[],[],[],2.69
20.05.,Novak D.,0,,,,,,[],"['3', '1']",[],[],[],1.42
28.04.,Kuzmanov D.,2,,,,,,3,1,57%,71% (39/55),52% (22/42),78% (7/9),30% (16/53),59% (23/39),50% (4/8),63% (61/97),42% (39/92),53% (100/189),6,0,86% (12/14),31% (4/13),59% (16/27),"['3', '1', '5', '3']",[],"['1', '0', '4', '1']",[],[],1.56
28.04.,Novak D.,1,,,,,,4,5,58%,70% (37/53),41% (16/39),50% (4/8),29% (16/55),48% (20/42),22% (2/9),58% (53/92),37% (36/97),47% (89/189),4,0,69% (9/13),14% (2/14),41% (11/27),"['2', '3']","['6', '4']",[],[],[],2.33
27.04.,Novak D.,2,,,,,,3,2,63%,74% (26/35),57% (12/21),75% (3/4),29% (10/34),52% (11/21),50% (3/6),68% (38/56),38% (21/55),53% (59/111),5,0,90% (9/10),30% (3/10),60% (12/20),"['3', '2', '5', '4']","['3', '2']",[],[],[],1.64
27.04.,Basic M.,0,,,,,,0,3,62%,71% (24/34),48% (10/21),50% (3/6),26% (9/35),43% (9/21),25% (1/4),62% (34/55),32% (18/56),47% (52/111),5,0,70% (7/10),10% (1/10),40% (8/20),"['4', '4']",[],[],[],[],2.18
16.04.,Elsayed A.,1,,,,,,"['1', '2', '3', '2', '6', '3']","['2', '0']",[],[],[],4.43
16.04.,Novak D.,0,,,,,,"['2', '0']",[],[],[],[],1.18
09.04.,Krutykh O.,2,,,,,,"['2', '4', '4', '4', '6', '4']","['3', '1']",[],[],[],1.88
09.04.,Novak D.,0,,,,,,"['1', '0', '3', '0']",[],[],[],[],1.82
14.03.,Negritu Ch.,2,,,,,,4,1,54%,78% (38/49),49% (20/41),40% (2/5),42% (32/77),51% (21/41),33% (5/15),64% (58/90),45% (53/118),53% (111/208),7,0,82% (14/17),31% (5/16),58% (19/33),"['3', '1']","['3', '2']","['3', '5', '5', '5', '7', '5']",[],[],2.23
14.03.,Novak D.,1,,,,,,2,1,65%,58% (45/77),49% (20/41),67% (10/15),22% (11/49),51% (21/41),60% (3/5),55% (65/118),36% (32/90),47% (97/208),3,2,69% (11/16),18% (3/17),42% (14/33),[],"['3', '3']","['3', '2', '5', '2']",[],[],1.61
12.03.,Novak D.,2,,,,,,2,2,73%,72% (39/54),45% (9/20),67% (2/3),35% (17/49),53% (8/15),75% (3/4),65% (48/74),39% (25/64),53% (73/138),5,0,91% (10/11),27% (3/11),59% (13/22),"['6', '5']","['3', '2', '5', '2']",[],[],[],1.72
12.03.,Wu Tung-Lin,0,,,,,,0,1,77%,65% (32/49),47% (7/15),25% (1/4),28% (15/54),55% (11/20),33% (1/3),61% (39/64),35% (26/74),47% (65/138),5,0,73% (8/11),9% (1/11),41% (9/22),[],"['3', '5']",[],[],[],2.03
10.03.,Novak D.,2,,,,,,7,3,62%,82% (23/28),35% (6/17),80% (4/5),63% (17/27),67% (12/18),86% (6/7),64% (29/45),64% (29/45),64% (58/90),6,0,86% (6/7),86% (6/7),86% (12/14),"['1', '0', '3', '0', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],1.33
10.03.,Prado Angelo J. C.,0,,,,,,0,1,60%,37% (10/27),33% (6/18),14% (1/7),18% (5/28),65% (11/17),20% (1/5),36% (16/45),36% (16/45),36% (32/90),4,0,14% (1/7),14% (1/7),14% (2/14),"['1', '3']",[],[],[],[],3.15
07.03.,Piros Z.,2,,,,,,3,5,49%,76% (32/42),48% (21/44),63% (5/8),35% (13/37),52% (16/31),67% (4/6),62% (53/86),43% (29/68),53% (82/154),7,0,73% (8/11),36% (4/11),55% (12/22),"['3', '2', '6', '5']","['2', '0', '6', '4']",[],[],[],1.50
07.03.,Novak D.,0,,,,,,0,1,54%,65% (24/37),48% (15/31),33% (2/6),24% (10/42),52% (23/44),38% (3/8),57% (39/68),38% (33/86),47% (72/154),3,0,64% (7/11),27% (3/11),45% (10/22),"['4', '4', '6', '6']","['1', '2']",[],[],[],2.48
06.03.,Novak D.,2,,,,,,3,3,58%,64% (34/53),50% (19/38),71% (10/14),42% (18/43),45% (20/44),38% (5/13),58% (53/91),44% (38/87),51% (91/178),6,0,71% (10/14),36% (5/14),54% (15/28),"['3', '2', '5', '4']","['1', '0']","['2', '2', '5', '3']",[],[],2.21
06.03.,Skatov T.,1,,,,,,4,5,49%,58% (25/43),55% (24/44),62% (8/13),36% (19/53),50% (19/38),29% (4/14),56% (49/87),42% (38/91),49% (87/178),4,0,64% (9/14),29% (4/14),46% (13/28),"['3', '3']","['2', '2', '4', '2']","['1', '0']",[],[],1.62
04.03.,Novak D.,2,,,,,,4,3,53%,74% (17/23),80% (16/20),0% (0/0),37% (7/19),67% (18/27),80% (4/5),77% (33/43),54% (25/46),65% (58/89),7,0,100% (8/8),50% (4/8),75% (12/16),"['4', '3', '6', '3']","['3', '1', '5', '1']",[],[],[],1.02
04.03.,Tsitsipas Pa.,0,,,,,,1,3,41%,63% (12/19),33% (9/27),20% (1/5),26% (6/23),20% (4/20),0% (0/0),46% (21/46),23% (10/43),35% (31/89),3,2,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],19.00
21.02.,Sigsgaard C.,2,,,,,,"['2', '0', '6', '4']","['4', '2', '6', '2']",[],[],[],2.07
21.02.,Novak D.,0,,,,,,"['3', '4']",[],[],[],[],1.69
20.02.,Novak D.,2,,,,,,"['2', '1', '4', '1']","['5', '4']",[],[],[],1.19
20.02.,Giunta M.,0,,,,,,[],[],[],[],[],4.32
18.02.,Novak D.,2,,,,,,"['1', '0', '3', '0']","['3', '4', '5', '4']",[],[],[],1.06
18.02.,Malgaroli L.,0,,,,,,"['1', '3']","['4', '2', '5', '5']",[],[],[],7.20
11.02.,Mott B.,2,,,,,,"['6', '4']",[],"['1', '2', '2', '3']",[],[],3.46
11.02.,Novak D.,1,,,,,,[],"['2', '1', '6', '3']","['2', '0', '3', '1']",[],[],1.27
30.01.,Loffhagen G.,2,,,,,,"['5', '5']","['3', '2', '5', '2']",[],[],[],1.63
30.01.,Novak D.,0,,,,,,"['2', '1']",[],[],[],[],2.16
29.01.,Novak D.,2,,,,,,[],"['2', '0', '5', '5', '7', '5']","['3', '3']",[],[],1.24
29.01.,Hudd E.,1,,,,,,"['2', '0', '4', '0']","['2', '3', '4', '3']","['2', '1']",[],[],3.72
25.01.,Monday J.,2,,,,,,"['6', '4']","['4', '2']",[],[],[],1.37
25.01.,Novak D.,0,,,,,,[],[],[],[],[],2.89
24.01.,Novak D.,2,,,,,,[],"['2', '1', '4', '1', '6', '1']","['5', '3', '6', '4']",[],[],1.69
24.01.,Gray A.,1,,,,,,"['6', '4']",[],"['4', '5']",[],[],2.04
23.01.,Novak D.,2,,,,,,"['2', '2', '7', '5']","['2', '0', '5', '3']",[],[],[],1.40
23.01.,Parker S.,0,,,,,,"['1', '0']","['1', '2']",[],[],[],2.77
22.01.,Novak D.,1,,,,,,"['1', '0', '5', '4']","['1', '0']",[],[],[],1.14
22.01.,Sakharov G.,0,,,,,,"['1', '1']",[],[],[],[],4.95
09.01.,Durasovic V.,2,,,,,,4,2,63%,71% (47/66),54% (21/39),71% (5/7),29% (20/68),51% (18/35),33% (4/12),65% (68/105),37% (38/103),51% (106/208),7,0,88% (14/16),27% (4/15),58% (18/31),"['4', '2']","['1', '2']","['3', '3', '6', '4']",[],[],2.51
