Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,6/12,3/6,3/6,-,-,-
2024,1/2,-,1/2,-,-,-
2023,2/3,1/1,1/2,-,-,-
2018,1/2,1/2,-,-,-,-
2016,1/2,0/1,1/1,-,-,-
2015,1/2,1/1,0/1,-,-,-
2014,0/1,0/1,-,-,-,-
