Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,233/181,140/114,13/14,39/45,-,41/8
2024,18/12,7/8,0/1,5/3,-,6/0
2023,34/31,9/13,0/1,9/12,-,16/5
2022,40/32,13/17,8/5,9/9,-,10/1
2021,39/27,27/20,-,3/5,-,9/2
2020,28/13,23/8,-,5/5,-,-
2019,23/21,14/10,4/6,5/5,-,-
2018,20/21,18/18,-,2/3,-,-
2017,20/14,20/12,-,0/2,-,-
2016,10/8,8/6,1/1,1/1,-,-
2015,1/2,1/2,-,-,-,-
