Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,416/239,352/208,10/11,9/8,-,45/12
2024,46/20,35/17,-,-,-,11/3
2023,31/21,17/16,-,-,-,14/5
2022,28/27,23/24,-,0/2,-,5/1
2021,40/21,23/17,-,2/1,-,15/3
2020,25/11,23/10,-,2/1,-,-
2019,50/19,50/18,-,0/1,-,-
2018,36/22,35/18,1/3,0/1,-,-
2017,45/26,42/24,1/1,2/1,-,-
2016,43/21,38/16,5/5,-,-,-
2015,31/22,28/21,-,3/1,-,-
2014,27/14,24/12,3/2,-,-,-
2013,8/8,8/8,-,-,-,-
2012,3/3,3/3,-,-,-,-
2011,2/2,2/2,-,-,-,-
2010,1/2,1/2,-,-,-,-
