Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/26,23/19,10/6,0/1,-,-
2024,23/9,17/6,6/3,-,-,-
2023,8/12,4/8,4/3,0/1,-,-
2022,2/5,2/5,-,-,-,-
