Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,3/22,2/3,0/10,1/9,-,-
2024,2/11,2/2,0/6,0/3,-,-
2023,0/3,-,0/1,0/2,-,-
2022,1/6,0/1,0/3,1/2,-,-
2021,0/2,-,-,0/2,-,-
