Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Hong Kong (Hong Kong),hard,header
WTA - SINGLES :  Hong Kong (Hong Kong),hard,header
WTA - SINGLES :  Hong Kong (Hong Kong),hard,header
31.10. 11:40,Gracheva V.,0,3,1,,,,2,5,64%,62% (18/29),31% (5/16),20% (1/5),17% (4/23),24% (4/17),0% (0/0),51% (23/45),20% (8/40),36% (31/85),4,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.03
31.10. 11:40,Zakharova A.,2,6,6,,,,0,0,58%,83% (19/23),76% (13/17),0% (0/0),38% (11/29),69% (11/16),80% (4/5),80% (32/40),49% (22/45),64% (54/85),6,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '6', '3']","['2', '0', '4', '0']",[],[],[],1.80
29.10. 14:25,Gracheva V.,2,2,7,6,,,2,2,68%,70% (40/57),41% (11/27),62% (8/13),41% (26/63),55% (16/29),60% (6/10),61% (51/84),46% (42/92),53% (93/176),5,0,64% (9/14),43% (6/14),54% (15/28),[],"['2', '0', '3', '1', '7', '5']","['3', '1', '5', '1', '6', '2']",[],[],1.41
29.10. 14:25,Prozorova T.,1,6,5,2,,,3,2,68%,59% (37/63),45% (13/29),40% (4/10),30% (17/57),59% (16/27),38% (5/13),54% (50/92),39% (33/84),47% (83/176),5,1,57% (8/14),36% (5/14),46% (13/28),"['2', '1', '4', '1']","['1', '2', '2', '3']","['2', '5']",[],[],2.93
WTA - SINGLES :  Tokyo (Japan),hard,header
23.10. 07:40,Gracheva V.,1,0,6,5,,,2,1,63%,55% (30/55),58% (19/33),55% (6/11),37% (19/52),36% (10/28),20% (2/10),56% (49/88),36% (29/80),46% (78/168),2,1,64% (9/14),15% (2/13),41% (11/27),[],"['5', '3']","['1', '2']",[],[],3.74
23.10. 07:40,Fernandez L.,2,6,3,7,,,3,2,65%,63% (33/52),64% (18/28),80% (8/10),45% (25/55),42% (14/33),45% (5/11),64% (51/80),44% (39/88),54% (90/168),8,0,85% (11/13),36% (5/14),59% (16/27),"['1', '0', '3', '0', '5', '0']",[],"['2', '0', '7', '5']",[],[],1.29
21.10. 09:50,Gracheva V.,2,6,7^7,,,,2,1,68%,60% (27/45),57% (12/21),40% (2/5),48% (20/42),59% (16/27),50% (5/10),59% (39/66),52% (36/69),56% (75/135),6,0,70% (7/10),56% (5/9),63% (12/19),"['3', '1', '5', '1']","['1', '0', '3', '4', '5', '4']",[],[],[],1.54
21.10. 09:50,Hontama M.,0,1,6^4,,,,0,4,61%,52% (22/42),41% (11/27),50% (5/10),40% (18/45),43% (9/21),60% (3/5),48% (33/69),41% (27/66),44% (60/135),4,0,44% (4/9),30% (3/10),37% (7/19),[],"['1', '1', '4', '2', '5', '5']",[],[],[],2.51
CHALLENGER WOMEN - SINGLES :  Hong Kong (Hong Kong),hard,header
