Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,224/171,211/161,1/1,-,-,12/9
2024,28/21,28/21,-,-,-,-
2023,38/36,30/28,-,-,-,8/8
2022,42/21,38/20,-,-,-,4/1
2021,31/19,31/19,-,-,-,-
2020,2/3,2/3,-,-,-,-
2019,14/15,14/15,-,-,-,-
2018,21/15,20/14,1/1,-,-,-
2017,15/11,15/11,-,-,-,-
2016,20/14,20/14,-,-,-,-
2015,12/13,12/13,-,-,-,-
2014,1/3,1/3,-,-,-,-
