Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES M15 Santiago 4 (Chile),clay,header
03.08.,Aboian L.,0,,,,,,[],[],[],[],[],0
03.08.,Aguilar Cardozo J.,2,,,,,,[],[],[],[],[],0
31.07.,Aboian L.,2,,,,,,[],[],[],[],[],0
31.07.,Heredia S.,0,,,,,,[],[],[],[],[],0
30.07.,Aboian L.,2,,,,,,[],[],[],[],[],0
30.07.,Estevez J.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Santiago 3 (Chile),clay,header
24.07.,Aboian L.,1,,,,,,[],[],[],[],[],0
24.07.,Cavallo F.,2,,,,,,[],[],[],[],[],0
23.07.,Aboian L.,2,,,,,,[],[],[],[],[],0
23.07.,Mouilleron Salvo M.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Salta (Argentina),clay,header
ITF MEN - SINGLES M15 San Salvador de Jujuy (Argentina),clay,header
CHALLENGER MEN - SINGLES Santa Fe (Argentina) - Qualification,clay,header
09.06.,Aboian L.,1,,,,,,6,3,55%,70% (42/60),35% (17/49),63% (10/16),38% (28/74),46% (12/26),40% (4/10),54% (59/109),40% (40/100),47% (99/209),3,0,60% (9/15),27% (4/15),43% (13/30),[],[],[],[],[],0
09.06.,Gimenez I.,2,,,,,,1,3,74%,62% (46/74),54% (14/26),60% (6/10),30% (18/60),65% (32/49),38% (6/16),60% (60/100),46% (50/109),53% (110/209),7,0,73% (11/15),40% (6/15),57% (17/30),[],[],[],[],[],0
09.06.,Aboian L.,2,,,,,,7,0,58%,79% (45/57),54% (22/41),75% (3/4),28% (21/74),71% (22/31),33% (4/12),68% (67/98),41% (43/105),54% (110/203),7,0,93% (14/15),29% (4/14),62% (18/29),[],[],[],[],[],0
09.06.,Tobon M.,1,,,,,,4,5,70%,72% (53/74),29% (9/31),67% (8/12),21% (12/57),46% (19/41),25% (1/4),59% (62/105),32% (31/98),46% (93/203),3,0,71% (10/14),7% (1/15),38% (11/29),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Bogota (Colombia),clay,header
14.05.,Aboian L.,0,,,,,,3,3,49%,83% (20/24),32% (8/25),63% (5/8),13% (4/30),37% (7/19),0% (0/0),57% (28/49),22% (11/49),40% (39/98),1,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],0
14.05.,Barreiros Reyes M.,2,,,,,,1,1,61%,87% (26/30),63% (12/19),0% (0/0),17% (4/24),68% (17/25),38% (3/8),78% (38/49),43% (21/49),60% (59/98),9,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],0
14.05.,Aboian L.,2,,,,,,11,4,54%,72% (38/53),52% (24/46),80% (8/10),21% (12/56),68% (26/38),33% (4/12),63% (62/99),40% (38/94),52% (100/193),6,0,86% (12/14),29% (4/14),57% (16/28),[],[],[],[],[],0
14.05.,McCormick T.,1,,,,,,10,4,60%,79% (44/56),32% (12/38),67% (8/12),28% (15/53),48% (22/46),20% (2/10),60% (56/94),37% (37/99),48% (93/193),4,0,71% (10/14),14% (2/14),43% (12/28),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Santos (Brazil) - Qualification,clay,header
04.05.,Aboian L.,0,,,,,,5,2,51%,58% (21/36),51% (18/35),60% (6/10),30% (14/46),47% (15/32),25% (2/8),55% (39/71),37% (29/78),46% (68/149),3,0,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],0
04.05.,Leite W.,2,,,,,,4,2,59%,70% (32/46),53% (17/32),75% (6/8),42% (15/36),49% (17/35),40% (4/10),63% (49/78),45% (32/71),54% (81/149),7,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Porto Alegre (Brazil),clay,header
29.04.,Aboian L.,0,,,,,,1,0,62%,57% (24/42),58% (15/26),73% (8/11),30% (13/44),43% (9/21),25% (1/4),57% (39/68),34% (22/65),46% (61/133),4,0,70% (7/10),10% (1/10),40% (8/20),[],[],[],[],[],0
29.04.,Ribeiro E.,2,,,,,,2,0,68%,70% (31/44),57% (12/21),75% (3/4),43% (18/42),42% (11/26),27% (3/11),66% (43/65),43% (29/68),54% (72/133),6,0,90% (9/10),30% (3/10),60% (12/20),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Porto Alegre (Brazil) - Qualification,clay,header
28.04.,Aboian L.,2,,,,,,3,1,55%,73% (30/41),44% (15/34),83% (10/12),36% (15/42),74% (20/27),44% (4/9),60% (45/75),51% (35/69),56% (80/144),10,0,80% (8/10),44% (4/9),63% (12/19),[],[],[],[],[],0
28.04.,Rodrigues P.,0,,,,,,1,4,61%,64% (27/42),26% (7/27),56% (5/9),27% (11/41),56% (19/34),17% (2/12),49% (34/69),40% (30/75),44% (64/144),0,0,56% (5/9),20% (2/10),37% (7/19),[],[],[],[],[],0
28.04.,Aboian L.,2,,,,,,6,1,59%,62% (38/61),62% (26/42),71% (5/7),42% (27/65),58% (18/31),54% (7/13),62% (64/103),47% (45/96),55% (109/199),7,0,85% (11/13),50% (7/14),67% (18/27),[],[],[],[],[],0
28.04.,Tenti F.,1,,,,,,1,4,68%,58% (38/65),42% (13/31),46% (6/13),38% (23/61),38% (16/42),29% (2/7),53% (51/96),38% (39/103),45% (90/199),3,0,50% (7/14),15% (2/13),33% (9/27),[],[],[],[],[],0
CHALLENGER MEN - SINGLES San Miguel de Tucuman (Argentina) - Qualification,clay,header
21.04.,Aboian L.,0,,,,,,1,1,71%,43% (17/40),56% (9/16),56% (5/9),24% (8/33),50% (7/14),33% (1/3),46% (26/56),32% (15/47),40% (41/103),4,0,43% (3/7),13% (1/8),27% (4/15),[],[],[],[],[],0
21.04.,Ratti L.,1,,,,,,3,0,70%,76% (25/33),50% (7/14),67% (2/3),57% (23/40),44% (7/16),44% (4/9),68% (32/47),54% (30/56),60% (62/103),6,0,88% (7/8),57% (4/7),73% (11/15),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Concepcion (Chile) - Qualification,clay,header
23.03.,Aboian L.,0,,,,,,1,1,54%,64% (14/22),21% (4/19),38% (3/8),32% (8/25),29% (4/14),33% (1/3),44% (18/41),31% (12/39),38% (30/80),3,0,29% (2/7),17% (1/6),23% (3/13),[],[],[],[],[],0
23.03.,Huertas Del Pino C.,1,,,,,,1,2,64%,68% (17/25),71% (10/14),67% (2/3),36% (8/22),79% (15/19),63% (5/8),69% (27/39),56% (23/41),63% (50/80),7,0,83% (5/6),71% (5/7),77% (10/13),[],[],[],[],[],0
ITF MEN - SINGLES M15 Villa Maria (Argentina),clay,header
CHALLENGER MEN - SINGLES Santiago (Chile) - Qualification,clay,header
10.03.,Aboian L.,1,,,,,,2,2,66%,57% (35/61),59% (19/32),44% (4/9),29% (16/56),54% (28/52),23% (3/13),58% (54/93),41% (44/108),49% (98/201),4,0,67% (10/15),21% (3/14),45% (13/29),[],[],[],[],[],0
10.03.,Saraiva Dos Santos P. A.,2,,,,,,2,5,52%,71% (40/56),46% (24/52),77% (10/13),43% (26/61),41% (13/32),56% (5/9),59% (64/108),42% (39/93),51% (103/201),6,0,79% (11/14),33% (5/15),55% (16/29),[],[],[],[],[],0
09.03.,Aboian L.,2,,,,,,5,4,58%,70% (47/67),52% (25/48),43% (3/7),27% (20/74),34% (12/35),22% (2/9),62% (67/108),31% (34/109),47% (101/217),5,0,73% (11/15),13% (2/16),42% (13/31),[],[],[],[],[],0
09.03.,Becerra Otarola I. A.,1,,,,,,0,6,68%,73% (54/74),63% (22/35),78% (7/9),30% (20/67),48% (23/48),57% (4/7),69% (75/109),38% (41/108),53% (116/217),5,2,88% (14/16),27% (4/15),58% (18/31),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Cordoba 2 (Argentina) - Qualification,clay,header
03.03.,Aboian L.,0,,,,,,0,2,50%,60% (12/20),20% (4/20),44% (4/9),24% (6/25),31% (4/13),0% (0/0),40% (16/40),26% (10/38),33% (26/78),3,1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],0
03.03.,Ambrogi L. E.,2,,,,,,1,2,66%,76% (19/25),69% (9/13),0% (0/0),40% (8/20),80% (16/20),56% (5/9),74% (28/38),60% (24/40),67% (52/78),7,0,100% (7/7),71% (5/7),86% (12/14),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Piracicaba (Brazil) - Qualification,clay,header
26.01.,Aboian L.,1,,,,,,5,3,60%,68% (54/79),49% (26/53),73% (11/15),18% (11/60),41% (13/32),60% (3/5),61% (80/132),26% (24/92),46% (104/224),4,4,76% (13/17),19% (3/16),48% (16/33),[],[],[],[],[],0
26.01.,Schwaerzler J. J.,2,,,,,,10,2,65%,82% (49/60),59% (19/32),40% (2/5),32% (25/79),51% (27/53),27% (4/15),74% (68/92),39% (52/132),54% (120/224),6,1,81% (13/16),24% (4/17),52% (17/33),[],[],[],[],[],0
ITF MEN - SINGLES M15 Santiago 2 (Chile),clay,header
ITF MEN - SINGLES M15 Santiago (Chile),clay,header
16.01.,Aboian L.,0,,,,,,[],[],[],[],[],0
16.01.,Malla B.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Santiago 2 (Chile),clay,header
27.11.2024,Aboian L.,0,,,,,,[],[],[],[],[],0
27.11.2024,Bruna N.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Azul (Argentina),clay,header
CHALLENGER MEN - SINGLES Guayaquil (Ecuador) - Qualification,clay,header
28.10.2024,Aboian L.,2,,,,,,0,0,67%,58% (14/24),75% (9/12),75% (3/4),74% (14/19),81% (17/21),58% (7/12),64% (23/36),78% (31/40),71% (54/76),9,0,83% (5/6),100% (7/7),92% (12/13),[],[],[],[],[],0
28.10.2024,Wright F.,0,,,,,,0,5,48%,26% (5/19),19% (4/21),42% (5/12),42% (10/24),25% (3/12),25% (1/4),23% (9/40),36% (13/36),29% (22/76),1,0,0% (0/7),17% (1/6),8% (1/13),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Villa Maria (Argentina) - Qualification,clay,header
06.10.2024,Aboian L.,0,,,,,,5,0,65%,72% (26/36),37% (7/19),50% (3/6),27% (11/41),48% (11/23),20% (1/5),60% (33/55),34% (22/64),46% (55/119),5,0,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],0
06.10.2024,Alves M.,2,,,,,,6,1,64%,73% (30/41),52% (12/23),80% (4/5),28% (10/36),63% (12/19),50% (3/6),66% (42/64),40% (22/55),54% (64/119),5,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Buenos Aires 3 (Argentina) - Qualification,clay,header
29.09.2024,Aboian L.,0,,,,,,1,1,54%,63% (27/43),43% (16/37),67% (8/12),21% (7/34),43% (9/21),67% (2/3),54% (43/80),29% (16/55),44% (59/135),3,2,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],0
29.09.2024,Ambrogi L. E.,2,,,,,,1,2,62%,79% (27/34),57% (12/21),33% (1/3),37% (16/43),57% (21/37),33% (4/12),71% (39/55),46% (37/80),56% (76/135),7,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Antofagasta (Chile),clay,header
25.09.2024,Aboian L.,0,,,,,,7,2,53%,71% (29/41),32% (12/37),67% (8/12),33% (19/57),50% (13/26),22% (2/9),53% (41/78),39% (32/83),45% (73/161),3,0,60% (6/10),18% (2/11),38% (8/21),[],[],[],[],[],0
25.09.2024,Londero J. I.,2,,,,,,0,3,69%,67% (38/57),50% (13/26),78% (7/9),29% (12/41),68% (25/37),33% (4/12),61% (51/83),47% (37/78),55% (88/161),7,0,82% (9/11),40% (4/10),62% (13/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Antofagasta (Chile) - Qualification,clay,header
23.09.2024,Aboian L.,2,,,,,,1,0,47%,67% (30/45),49% (25/51),57% (4/7),34% (18/53),63% (19/30),50% (5/10),58% (55/95),44% (36/81),52% (91/176),7,0,77% (10/13),38% (5/13),58% (15/26),[],[],[],[],[],0
23.09.2024,Lavagno E.,1,,,,,,2,3,64%,66% (35/53),37% (11/30),50% (5/10),33% (15/45),51% (26/51),43% (3/7),56% (45/81),42% (40/95),48% (85/176),3,1,62% (8/13),23% (3/13),42% (11/26),[],[],[],[],[],0
22.09.2024,Aboian L.,2,,,,,,4,3,64%,71% (20/28),69% (11/16),50% (1/2),52% (14/27),67% (12/18),63% (5/8),70% (31/44),59% (26/44),65% (57/88),8,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],0
22.09.2024,Ortiz Gamonal D.,0,,,,,,0,2,60%,48% (13/27),33% (6/18),38% (3/8),29% (8/28),31% (5/16),50% (1/2),41% (18/44),30% (13/44),35% (31/88),2,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Cali (Colombia) - Qualification,clay,header
16.09.2024,Aboian L.,1,,,,,,20,4,54%,82% (53/65),51% (28/55),67% (6/9),32% (25/78),36% (17/47),30% (3/10),68% (81/120),34% (42/125),50% (123/245),4,2,83% (15/18),17% (3/18),50% (18/36),[],[],[],[],[],0
16.09.2024,Londero J. I.,2,,,,,,0,4,62%,68% (53/78),64% (30/47),70% (7/10),18% (12/65),49% (27/55),33% (3/9),66% (83/125),33% (39/120),50% (122/245),6,0,83% (15/18),17% (3/18),50% (18/36),[],[],[],[],[],0
15.09.2024,Aboian L.,2,,,,,,3,3,47%,79% (22/28),56% (18/32),83% (5/6),36% (9/25),60% (18/30),67% (4/6),67% (40/60),49% (27/55),58% (67/115),8,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],0
15.09.2024,Buitrago N.,0,,,,,,3,2,45%,64% (16/25),40% (12/30),33% (2/6),21% (6/28),44% (14/32),17% (1/6),51% (28/55),33% (20/60),42% (48/115),2,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],0
ITF MEN - SINGLES M15 Cordoba (Argentina),clay,header
ITF MEN - SINGLES M15 Curtea de Arges (Romania),clay,header
07.08.2024,Aboian L.,0,,,,,,[],[],[],[],[],0
07.08.2024,Cerny M.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25 Pitesti (Romania),clay,header
