Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,94/74,52/46,27/16,15/12,-,-
2024,34/19,16/12,13/5,5/2,-,-
2023,24/17,17/11,7/6,-,-,-
2022,8/17,6/14,-,2/3,-,-
2021,21/13,10/5,3/3,8/5,-,-
2020,4/4,-,4/2,0/2,-,-
2019,2/2,2/2,-,-,-,-
2017,1/2,1/2,-,-,-,-
