Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,83/101,50/63,27/32,6/6,-,-
2024,21/22,13/13,8/9,-,-,-
2023,18/27,13/20,5/6,0/1,-,-
2022,24/24,15/14,9/10,-,-,-
2021,7/12,4/7,2/3,1/2,-,-
2020,7/6,3/3,1/2,3/1,-,-
2019,4/5,0/1,2/2,2/2,-,-
2018,2/5,2/5,-,-,-,-
