Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,140/88,83/46,33/23,16/15,7/4,1/0
2024,26/16,15/8,9/6,-,2/2,-
2023,48/23,22/9,10/5,10/7,5/2,1/0
2022,46/24,28/6,12/10,6/8,-,-
2021,13/13,13/13,-,-,-,-
2020,6/11,4/9,2/2,-,-,-
2019,1/1,1/1,-,-,-,-
