Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,259/160,202/122,46/29,7/9,-,4/0
2024,27/18,22/14,5/4,-,-,-
2023,33/25,14/11,18/13,1/1,-,-
2022,38/16,28/14,6/2,-,-,4/0
2021,17/17,13/12,1/1,3/4,-,-
2020,7/2,7/2,-,-,-,-
2019,24/22,10/13,13/6,1/3,-,-
2018,36/20,33/18,1/1,2/1,-,-
2017,55/21,54/20,1/1,-,-,-
2016,17/16,16/15,1/1,-,-,-
2015,5/3,5/3,-,-,-,-
