Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,368/316,120/127,172/103,66/71,0/2,10/13
2024,35/27,15/15,14/8,5/4,-,1/0
2023,26/37,17/17,5/8,3/8,0/1,1/3
2022,29/37,16/19,2/7,10/10,-,1/1
2021,31/26,13/14,2/4,14/8,-,2/0
2020,12/16,4/4,1/5,6/7,-,1/0
2019,28/29,5/13,15/7,8/8,-,0/1
2018,34/32,8/8,24/14,2/8,-,0/2
2017,52/34,15/14,36/17,0/2,-,1/1
2016,34/30,4/7,18/12,9/9,0/1,3/1
2015,45/22,18/10,20/7,7/5,-,-
2014,23/16,5/4,16/6,2/2,-,0/4
2013,19/10,0/2,19/8,-,-,-
