Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,56/55,37/34,9/12,10/9,-,-
2023,16/17,9/6,4/7,3/4,-,-
2022,23/18,17/15,2/1,4/2,-,-
2021,17/19,11/12,3/4,3/3,-,-
2018,0/1,0/1,-,-,-,-
