Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,48/40,13/9,35/31,-,-,-
2024,21/15,-,21/15,-,-,-
2023,3/3,-,3/3,-,-,-
2019,5/7,2/3,3/4,-,-,-
2018,11/10,4/4,7/6,-,-,-
2017,8/4,7/2,1/2,-,-,-
2016,0/1,-,0/1,-,-,-
