Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,152/76,9/7,91/50,8/7,-,44/12
2024,16/8,-,12/6,1/1,-,3/1
2023,26/15,1/1,12/9,3/4,-,10/1
2022,41/17,-,6/5,4/2,-,31/10
2021,48/20,7/5,41/15,-,-,-
2020,13/8,-,13/8,-,-,-
2018,8/8,1/1,7/7,-,-,-
