Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,155/106,115/72,25/17,15/17,-,-
2024,30/16,29/15,1/1,-,-,-
2023,33/26,24/16,6/3,3/7,-,-
2022,39/29,22/16,6/5,11/8,-,-
2021,38/22,27/15,10/5,1/2,-,-
2020,7/8,5/5,2/3,-,-,-
2019,5/3,5/3,-,-,-,-
2018,3/2,3/2,-,-,-,-
