Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/51,22/9,41/21,8/14,7/5,10/2
2024,22/7,-,18/5,-,4/2,-
2023,16/9,-,8/4,1/2,2/2,5/1
2022,24/13,8/2,9/7,2/3,-,5/1
2021,23/14,14/7,6/5,2/1,1/1,-
2020,3/8,-,-,3/8,-,-
