Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,89/63,12/7,33/28,43/25,1/3,-
2024,13/9,5/2,7/5,-,1/2,-
2023,14/12,-,13/8,1/3,0/1,-
2022,25/22,3/4,4/8,18/10,-,-
2021,17/6,4/1,-,13/5,-,-
2017,4/6,-,1/3,3/3,-,-
2016,16/8,-,8/4,8/4,-,-
