Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,144/98,88/61,46/15,7/20,3/2,-
2024,36/19,11/10,24/6,0/2,1/1,-
2023,32/29,19/18,10/5,1/5,2/1,-
2022,38/20,27/15,9/1,2/4,-,-
2021,22/16,17/8,2/2,3/6,-,-
2020,10/11,8/7,1/1,1/3,-,-
2019,6/3,6/3,-,-,-,-
