Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,427/300,208/133,121/81,96/83,2/3,-
2024,29/29,23/20,1/3,5/6,-,-
2023,53/28,37/16,0/1,16/11,-,-
2022,30/30,21/17,6/6,3/7,-,-
2021,37/20,20/8,9/6,8/6,-,-
2020,41/27,-,40/26,1/1,-,-
2019,23/12,4/5,18/5,1/2,-,-
2018,25/28,11/11,7/7,7/9,0/1,-
2017,49/25,21/9,12/8,15/7,1/1,-
2016,38/32,20/17,11/7,6/7,1/1,-
2015,49/26,36/16,4/4,9/6,-,-
2014,29/20,5/3,13/6,11/11,-,-
2013,21/21,10/11,0/1,11/9,-,-
2012,3/2,-,0/1,3/1,-,-
