Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W35 Amstelveen (Netherlands),clay,header
ITF WOMEN - SINGLES :  W35 Amstelveen (Netherlands),clay,header
02.07.2024,Scholl C.,1,3,6,1,,,['-'],['-'],['-'],['-'],['-'],6.31
02.07.2024,Hennemann C. W.,2,6,3,6,,,['-'],['-'],['-'],['-'],['-'],1.09
ITF WOMEN - SINGLES :  W15 Kamen (Germany),clay,header
25.06.2024,Scholl C.,1,6,4,2,,,['-'],['-'],['-'],['-'],['-'],2.00
25.06.2024,Squarcialupi G.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.73
ITF WOMEN - SINGLES :  W25 Monastir 6 (Tunisia),hard,header
12.12.2023,Scholl C.,0,5,0,,,,['-'],['-'],['-'],['-'],['-'],2.70
12.12.2023,Keller N.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.42
ITF WOMEN - SINGLES :  W25 Monastir 5 (Tunisia),hard,header
05.12.2023,Scholl C.,0,5,2,,,,['-'],['-'],['-'],['-'],['-'],6.92
05.12.2023,Gureva A.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.08
ITF WOMEN - SINGLES :  W60 Hamburg (Germany),hard,header
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 6 (Italy),clay,header
19.09.2023,Scholl C.,0,0,0,,,,['-'],['-'],['-'],['-'],['-'],1.90
19.09.2023,Smith T. N.,1,6,1,,,,['-'],['-'],['-'],['-'],['-'],1.81
ITF WOMEN - SINGLES :  W60 Prague 2 (Czech Republic),clay,header
ITF WOMEN - SINGLES :  W40 Wroclaw (Poland),clay,header
15.08.2023,Scholl C.,0,2,5,,,,['-'],['-'],['-'],['-'],['-'],2.17
15.08.2023,Buyukakcay C.,2,6,7,,,,['-'],['-'],['-'],['-'],['-'],1.63
ITF WOMEN - SINGLES :  W25+H Leipzig (Germany),clay,header
09.08.2023,Scholl C.,1,6,4,5,,,['-'],['-'],['-'],['-'],['-'],2.00
09.08.2023,Potocnik N.,2,3,6,7,,,['-'],['-'],['-'],['-'],['-'],1.73
ITF WOMEN - SINGLES :  W25 Darmstadt (Germany),clay,header
22.07.2023,Scholl C.,0,5,4,,,,['-'],['-'],['-'],['-'],['-'],3.83
22.07.2023,Radivojevic L.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.23
21.07.2023,Scholl C.,2,6^3,6,6,,,['-'],['-'],['-'],['-'],['-'],3.04
21.07.2023,Pridankina E.,1,7^7,4,4,,,['-'],['-'],['-'],['-'],['-'],1.34
20.07.2023,Scholl C.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],1.82
20.07.2023,Nguyen Tan L.,0,6^5,2,,,,['-'],['-'],['-'],['-'],['-'],1.89
19.07.2023,Scholl C.,2,3,7,6,,,['-'],['-'],['-'],['-'],['-'],1.83
19.07.2023,Bayerlova M.,1,6,5,4,,,['-'],['-'],['-'],['-'],['-'],1.83
ITF WOMEN - SINGLES :  W60 Amstelveen (Netherlands),clay,header
ITF WOMEN - SINGLES :  W40 The Hague (Netherlands),clay,header
06.07.2023,Scholl C.,0,2,3,,,,['-'],['-'],['-'],['-'],['-'],2.29
06.07.2023,Shinikova I.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.57
05.07.2023,Scholl C.,2,7^8,7^7,,,,['-'],['-'],['-'],['-'],['-'],3.83
05.07.2023,Robbe A.,0,6^6,6^5,,,,['-'],['-'],['-'],['-'],['-'],1.23
ITF WOMEN - SINGLES :  W15 Alkmaar (Netherlands),clay,header
ITF WOMEN - SINGLES :  W60 Ricany (Czech Republic),clay,header
ITF WOMEN - SINGLES :  W40 La Marsa (Tunisia),hard,header
06.06.2023,Scholl C.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],1.83
06.06.2023,Ostlund F.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.88
ITF WOMEN - SINGLES :  W25 Troisdorf (Germany),clay,header
30.05.2023,Scholl C.,1,4,6,3,,,['-'],['-'],['-'],['-'],['-'],3.05
30.05.2023,Kuhl C.,2,6,1,6,,,['-'],['-'],['-'],['-'],['-'],1.34
ITF WOMEN - SINGLES :  W25 Warmbad Villach (Austria),clay,header
25.05.2023,Scholl C.,0,6^4,0,,,,['-'],['-'],['-'],['-'],['-'],1.79
25.05.2023,Osterreicher M.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],1.92
23.05.2023,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.12
23.05.2023,Bojica S.,0,2,1,,,,['-'],['-'],['-'],['-'],['-'],5.45
ITF WOMEN - SINGLES :  W25 Feld am See (Austria),clay,header
15.05.2023,Scholl C.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],5.40
15.05.2023,Hercog P.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.13
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 5 (Italy),clay,header
04.05.2023,Scholl C.,1,6,2,4,,,['-'],['-'],['-'],['-'],['-'],2.06
04.05.2023,Ferrara V.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.68
03.05.2023,Scholl C.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.04
03.05.2023,Ortenzi B.,0,5,2,,,,['-'],['-'],['-'],['-'],['-'],8.70
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 4 (Italy),clay,header
25.04.2023,Scholl C.,0,6^7,0,,,,['-'],['-'],['-'],['-'],['-'],6.85
25.04.2023,Benoit M.,2,7^9,6,,,,['-'],['-'],['-'],['-'],['-'],1.08
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 3 (Italy),clay,header
19.04.2023,Scholl C.,0,4,5,,,,['-'],['-'],['-'],['-'],['-'],3.72
19.04.2023,Kulambayeva Z.,2,6,7,,,,['-'],['-'],['-'],['-'],['-'],1.24
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 2 (Italy),clay,header
11.04.2023,Scholl C.,0,6^4,2,,,,['-'],['-'],['-'],['-'],['-'],4.26
11.04.2023,Hatouka Y.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],1.19
ITF WOMEN - SINGLES :  W25 Joue les Tours (France),hard,header
01.03.2023,Scholl C.,0,1,3,,,,['-'],['-'],['-'],['-'],['-'],6.85
01.03.2023,Ku Y.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.08
ITF WOMEN - SINGLES :  W25 Boca Raton,clay,header
18.01.2023,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.57
18.01.2023,Abanda F.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],1.46
ITF WOMEN - SINGLES :  W25 Naples,clay,header
12.01.2023,Scholl C.,0,4,1,,,,['-'],['-'],['-'],['-'],['-'],7.40
12.01.2023,Navarro E.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.06
11.01.2023,Scholl C.,2,6,2,6,,,['-'],['-'],['-'],['-'],['-'],1.66
11.01.2023,Reami A.,1,2,6,3,,,['-'],['-'],['-'],['-'],['-'],2.12
ITF WOMEN - SINGLES :  W25 Monastir 8 (Tunisia),hard,header
06.12.2022,Scholl C.,0,5,3,,,,['-'],['-'],['-'],['-'],['-'],6.20
06.12.2022,Bai Z.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.10
ITF WOMEN - SINGLES :  W80+H Valencia (Spain),clay,header
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 11 (Italy),clay,header
19.10.2022,Scholl C.,0,1,2,,,,['-'],['-'],['-'],['-'],['-'],2.13
19.10.2022,Chiesa D.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.66
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 10 (Italy),clay,header
14.10.2022,Scholl C.,0,4,3,,,,['-'],['-'],['-'],['-'],['-'],3.10
14.10.2022,Rosatello C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.34
13.10.2022,Scholl C.,2,6,2,6,,,['-'],['-'],['-'],['-'],['-'],1.26
13.10.2022,De Stefano S.,1,1,6,1,,,['-'],['-'],['-'],['-'],['-'],3.72
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 9 (Italy),clay,header
04.10.2022,Scholl C.,1,6,1,1,,,['-'],['-'],['-'],['-'],['-'],2.77
04.10.2022,Mintegi Del Olmo A.,2,2,6,6,,,['-'],['-'],['-'],['-'],['-'],1.41
ITF WOMEN - SINGLES :  W25 Santa Margherita di Pula 8 (Italy),clay,header
27.09.2022,Scholl C.,0,0,3,,,,['-'],['-'],['-'],['-'],['-'],3.88
27.09.2022,Noha Akugue N.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.23
ITF WOMEN - SINGLES :  W60 Montreux (Switzerland),clay,header
ITF WOMEN - SINGLES :  W60 Prague 2 (Czech Republic),clay,header
ITF WOMEN - SINGLES :  W25 Braunschweig (Germany),clay,header
23.08.2022,Scholl C.,1,7^7,5,0,,,['-'],['-'],['-'],['-'],['-'],3.28
23.08.2022,Buyukakcay C.,2,6^5,7,6,,,['-'],['-'],['-'],['-'],['-'],1.30
ITF WOMEN - SINGLES :  W15 Erwitte (Germany),clay,header
20.08.2022,Scholl C.,1,0,6,2,,,['-'],['-'],['-'],['-'],['-'],1.68
20.08.2022,Matoula M.,2,6,2,6,,,['-'],['-'],['-'],['-'],['-'],2.15
19.08.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.19
19.08.2022,Gettwart F.,0,4,2,,,,['-'],['-'],['-'],['-'],['-'],4.56
18.08.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.01
18.08.2022,Kotlikova I. M.,0,0,1,,,,['-'],['-'],['-'],['-'],['-'],12.50
16.08.2022,Scholl C.,2,6,3,6,,,['-'],['-'],['-'],['-'],['-'],1.02
16.08.2022,Feistel G.,1,3,6,4,,,['-'],['-'],['-'],['-'],['-'],11.00
ITF WOMEN - SINGLES :  W25+H Leipzig (Germany),clay,header
13.08.2022,Scholl C.,1,7,4,3,,,['-'],['-'],['-'],['-'],['-'],2.12
13.08.2022,Guth M.,2,5,6,6,,,['-'],['-'],['-'],['-'],['-'],1.69
12.08.2022,Scholl C.,2,6,2,6,,,['-'],['-'],['-'],['-'],['-'],1.88
12.08.2022,Seidel E.,1,2,6,4,,,['-'],['-'],['-'],['-'],['-'],1.88
11.08.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.96
11.08.2022,Steur J. L. S.,0,2,0,,,,['-'],['-'],['-'],['-'],['-'],1.78
10.08.2022,Scholl C.,2,6,7,,,,['-'],['-'],['-'],['-'],['-'],1.63
10.08.2022,Sanchez A. S.,0,3,5,,,,['-'],['-'],['-'],['-'],['-'],2.19
ITF WOMEN - SINGLES :  W60 Hechingen (Germany),clay,header
ITF WOMEN - SINGLES :  W25 Horb (Germany),clay,header
27.07.2022,Scholl C.,0,4,1,,,,['-'],['-'],['-'],['-'],['-'],3.36
27.07.2022,Monnet C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.31
ITF WOMEN - SINGLES :  W25 Stuttgart-Vaihingen (Germany),clay,header
30.06.2022,Scholl C.,0,6^5,1,,,,['-'],['-'],['-'],['-'],['-'],6.00
30.06.2022,Fita Boluda A.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],1.12
29.06.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.44
29.06.2022,Curovic T.,0,4,3,,,,['-'],['-'],['-'],['-'],['-'],2.75
ITF WOMEN - SINGLES :  W15 Alkmaar (Netherlands),clay,header
26.06.2022,Scholl C.,1,2,7,4,,,['-'],['-'],['-'],['-'],['-'],1.52
26.06.2022,Nuudi M.,2,6,5,6,,,['-'],['-'],['-'],['-'],['-'],2.32
25.06.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.69
25.06.2022,Stevens L.,0,1,2,,,,['-'],['-'],['-'],['-'],['-'],2.19
24.06.2022,Scholl C.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],1.53
24.06.2022,Hindova D.,0,6^4,4,,,,['-'],['-'],['-'],['-'],['-'],2.53
21.06.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.18
21.06.2022,Vidmanova D.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],1.66
ITF WOMEN - SINGLES :  W25 Denain (France),clay,header
16.06.2022,Scholl C.,1,6,4,3,,,['-'],['-'],['-'],['-'],['-'],3.94
16.06.2022,Gervais J.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.24
14.06.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.19
14.06.2022,Wargnier L.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],4.48
ITF WOMEN - SINGLES :  W25 Naples,clay,header
19.05.2022,Scholl C.,0,3,1,,,,['-'],['-'],['-'],['-'],['-'],4.46
19.05.2022,Day K.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.18
18.05.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.47
18.05.2022,Zhu A.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],2.64
ITF WOMEN - SINGLES :  W25 Daytona Beach,clay,header
04.05.2022,Scholl C.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],1.43
04.05.2022,Hsu C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.77
ITF WOMEN - SINGLES :  W25 Orlando,clay,header
22.04.2022,Scholl C.,0,2,3,,,,['-'],['-'],['-'],['-'],['-'],3.90
22.04.2022,Min G.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.26
21.04.2022,Scholl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.13
