Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,9/9,6/6,1/1,-,-,2/2
2024,4/5,3/3,-,-,-,1/2
2023,1/1,-,1/1,-,-,-
2022,1/1,1/1,-,-,-,-
2021,3/2,2/2,-,-,-,1/0
