Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/108,106/82,8/8,6/18,-,-
2024,15/14,15/14,-,-,-,-
2023,35/24,34/20,1/3,0/1,-,-
2022,30/19,24/14,4/3,2/2,-,-
2021,14/12,12/9,-,2/3,-,-
2020,4/5,4/5,-,-,-,-
2019,16/15,12/7,3/2,1/6,-,-
2018,4/13,3/8,-,1/5,-,-
2017,2/5,2/4,-,0/1,-,-
2016,0/1,0/1,-,-,-,-
