Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,148/153,78/80,44/46,26/27,-,-
2024,8/5,8/4,0/1,-,-,-
2023,7/6,6/4,0/1,1/1,-,-
2022,3/6,3/6,-,-,-,-
2021,0/3,0/1,-,0/2,-,-
2020,6/8,3/6,3/2,-,-,-
2019,3/8,0/3,-,3/5,-,-
2018,19/13,9/8,1/1,9/4,-,-
2017,25/22,15/14,1/2,9/6,-,-
2016,19/17,2/3,17/13,0/1,-,-
2015,22/28,11/11,11/15,0/2,-,-
2014,20/22,12/10,5/7,3/5,-,-
2013,16/12,9/7,6/4,1/1,-,-
2012,0/3,0/3,-,-,-,-
