Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,21/21,16/19,5/2,-,-,-
2024,15/11,10/9,5/2,-,-,-
2023,5/7,5/7,-,-,-,-
2022,1/3,1/3,-,-,-,-
