Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
18.08.,Sharipov M.,2,,,,,,13,5,53%,76% (26/34),57% (17/30),67% (2/3),46% (16/35),47% (14/30),50% (4/8),21,32,60% (3/5),67% (43/64),46% (30/65),57% (73/129),8,0,90% (9/10),40% (4/10),65% (13/20),"['4', '5', '6', '5']","['2', '1', '5', '2']",[],[],[],1.64
18.08.,Shah A.,0,,,,,,3,4,54%,54% (19/35),53% (16/30),50% (4/8),24% (8/34),43% (13/30),33% (1/3),8,34,100% (2/2),54% (35/65),33% (21/64),43% (56/129),2,1,60% (6/10),10% (1/10),35% (7/20),"['2', '0']",[],[],[],[],20.5
13.08.,Ajdukovic D.,2,,,,,,3,3,52%,67% (26/39),47% (17/36),78% (7/9),33% (8/24),63% (17/27),56% (5/9),20,9,56% (5/9),57% (43/75),49% (25/51),54% (68/126),6,0,78% (7/9),56% (5/9),67% (12/18),"['2', '1', '4', '3', '6', '3']","['3', '3', '5', '3']",[],[],[],1.61
13.08.,Shah A.,0,,,,,,0,3,47%,67% (16/24),37% (10/27),44% (4/9),33% (13/39),53% (19/36),22% (2/9),13,16,33% (1/3),51% (26/51),43% (32/75),46% (58/126),4,2,44% (4/9),22% (2/9),33% (6/18),"['2', '2']","['3', '2']",[],[],[],20.5
11.08.,Shah A.,2,,,,,,10,4,52%,74% (43/58),50% (27/54),75% (6/8),17% (6/35),44% (26/59),43% (3/7),24,37,83% (5/6),63% (70/112),34% (32/94),50% (102/206),7,0,88% (14/16),19% (3/16),53% (17/32),"['1', '2']","['1', '0']","['5', '4']",[],[],1.61
11.08.,Donski A.,1,,,,,,13,12,37%,83% (29/35),56% (33/59),57% (4/7),26% (15/58),50% (27/54),25% (2/8),39,46,60% (6/10),66% (62/94),38% (42/112),50% (104/206),3,0,81% (13/16),13% (2/16),47% (15/32),"['2', '0', '7', '5']",[],[],[],[],20.5
26.07.,Alvarez Varona N.,2,,,,,,12,1,73%,64% (46/72),67% (18/27),67% (6/9),25% (10/40),45% (21/47),60% (3/5),28,25,75% (9/12),65% (64/99),36% (31/87),51% (95/186),5,0,80% (12/15),21% (3/14),52% (15/29),"['3', '1', '7', '5']",[],"['3', '1']",[],[],1.53
26.07.,Shah A.,1,,,,,,8,3,46%,75% (30/40),55% (26/47),40% (2/5),36% (26/72),33% (9/27),33% (3/9),35,37,78% (18/23),64% (56/87),35% (35/99),49% (91/186),5,1,79% (11/14),20% (3/15),48% (14/29),"['2', '3']","['1', '0', '4', '1']",[],[],[],2.40
25.07.,Shah A.,2,,,,,,7,4,46%,79% (26/33),41% (16/39),25% (1/4),46% (19/41),40% (8/20),100% (4/4),33,23,38% (3/8),58% (42/72),44% (27/61),52% (69/133),8,0,73% (8/11),36% (4/11),55% (12/22),"['2', '1']","['1', '1', '3', '3', '6', '4']",[],[],[],2.81
25.07.,Crawford O.,0,,,,,,7,0,67%,54% (22/41),60% (12/20),0% (0/4),21% (7/33),59% (23/39),75% (3/4),21,19,47% (7/15),56% (34/61),42% (30/72),48% (64/133),2,0,64% (7/11),27% (3/11),45% (10/22),"['5', '5']","['1', '0', '3', '2']",[],[],[],1.40
23.07.,Shah A.,2,,,,,,2,1,46%,75% (18/24),75% (21/28),75% (3/4),23% (7/30),53% (17/32),43% (3/7),16,14,45% (5/11),75% (39/52),39% (24/62),55% (63/114),6,0,90% (9/10),30% (3/10),60% (12/20),"['5', '4']","['1', '0', '4', '3']",[],[],[],1.68
23.07.,Purtseladze S.,0,,,,,,8,3,48%,77% (23/30),47% (15/32),57% (4/7),25% (6/24),25% (7/28),25% (1/4),19,27,50% (3/6),61% (38/62),25% (13/52),45% (51/114),4,0,70% (7/10),10% (1/10),40% (8/20),[],"['1', '1']",[],[],[],2.11
21.07.,Shah A.,2,,,,,,10,0,58%,87% (39/45),58% (19/33),50% (2/4),29% (16/56),47% (15/32),50% (3/6),29,30,40% (2/5),74% (58/78),35% (31/88),54% (89/166),6,0,87% (13/15),20% (3/15),53% (16/30),"['4', '5']","['5', '4']","['1', '0']",[],[],2.56
21.07.,Ajdukovic D.,1,,,,,,10,2,64%,71% (40/56),53% (17/32),50% (3/6),13% (6/45),42% (14/33),50% (2/4),31,34,25% (1/4),65% (57/88),26% (20/78),46% (77/166),4,0,80% (12/15),13% (2/15),47% (14/30),"['4', '2', '6', '4']",[],[],[],[],1.47
18.07.,Sun F.,2,,,,,,8,1,73%,78% (35/45),71% (12/17),100% (4/4),31% (9/29),38% (9/24),100% (2/2),17,22,86% (6/7),76% (47/62),34% (18/53),57% (65/115),5,0,100% (10/10),20% (2/10),60% (12/20),"['4', '3']","['3', '2']",[],[],[],1.81
18.07.,Shah A.,0,,,,,,3,1,55%,69% (20/29),63% (15/24),0% (0/2),22% (10/45),29% (5/17),0% (0/4),19,29,83% (5/6),66% (35/53),24% (15/62),43% (50/115),5,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.92
17.07.,Shah A.,2,,,,,,7,1,60%,83% (29/35),48% (11/23),86% (6/7),41% (12/29),63% (15/24),57% (4/7),28,19,80% (4/5),69% (40/58),51% (27/53),60% (67/111),8,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '2']","['2', '1', '5', '2']",[],[],[],2.99
17.07.,Peniston R.,0,,,,,,1,2,55%,59% (17/29),38% (9/24),43% (3/7),17% (6/35),52% (12/23),14% (1/7),9,22,41% (7/17),49% (26/53),31% (18/58),40% (44/111),2,0,50% (4/8),11% (1/9),29% (5/17),"['2', '3']",[],[],[],[],1.37
15.07.,Shah A.,2,,,,,,6,3,66%,66% (47/71),32% (12/37),44% (4/9),46% (24/52),54% (19/35),64% (7/11),25,48,50% (7/14),55% (59/108),49% (43/87),52% (102/195),7,0,64% (9/14),50% (7/14),57% (16/28),"['2', '3']","['2', '0', '5', '1']","['2', '1', '4', '3', '5', '4', '6', '5']",[],[],2.21
15.07.,Coulibaly E.,1,,,,,,4,3,60%,54% (28/52),46% (16/35),36% (4/11),34% (24/71),68% (25/37),56% (5/9),25,53,64% (7/11),51% (44/87),45% (49/108),48% (93/195),3,2,50% (7/14),36% (5/14),43% (12/28),"['2', '0', '4', '2']",[],"['2', '2', '4', '4', '5', '5']",[],[],1.62
14.07.,Shah A.,2,,,,,,4,3,55%,81% (29/36),50% (15/30),100% (4/4),30% (13/44),61% (11/18),50% (3/6),21,28,67% (4/6),67% (44/66),39% (24/62),53% (68/128),8,0,100% (9/9),30% (3/10),63% (12/19),"['4', '3']","['3', '2', '6', '3']",[],[],[],2.01
14.07.,Glinka D.,0,,,,,,8,1,71%,70% (31/44),39% (7/18),50% (3/6),19% (7/36),50% (15/30),0% (0/4),14,25,56% (5/9),61% (38/62),33% (22/66),47% (60/128),2,1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],1.75
13.07.,Shah A.,2,,,,,,1,4,41%,86% (18/21),70% (21/30),100% (1/1),33% (12/36),60% (12/20),75% (3/4),23,25,100% (3/3),76% (39/51),43% (24/56),59% (63/107),8,0,100% (9/9),33% (3/9),67% (12/18),"['4', '3']","['1', '0', '5', '2']",[],[],[],2.25
13.07.,Echeverria J.,0,,,,,,2,3,64%,67% (24/36),40% (8/20),25% (1/4),14% (3/21),30% (9/30),0% (0/1),12,30,83% (5/6),57% (32/56),24% (12/51),41% (44/107),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.60
09.07.,Kivattsev K.,2,,,,,,"['3', '1', '6', '4']",[],"['5', '5', '7', '5']",[],[],1.64
09.07.,Shah A.,1,,,,,,"['3', '4']","['6', '5']","['5', '4']",[],[],2.14
12.06.,McCormick T.,2,,,,,,"['4', '4']","['3', '2', '6', '3']",[],[],[],3.32
12.06.,Shah A.,0,,,,,,"['3', '2']",[],[],[],[],1.29
11.06.,Shah A.,2,,,,,,"['2', '0', '6', '2']","['3', '1', '5', '1']",[],[],[],-
11.06.,Hsieh W.,0,,,,,,[],[],[],[],[],-
07.06.,Cid Subervi R.,1,,,,,,"['2', '1', '5', '2']","['1', '0', '3', '0']",[],[],[],1.69
07.06.,Shah A.,0,,,,,,[],[],[],[],[],2.08
06.06.,Shah A.,2,,,,,,"['2', '2', '4', '2', '6', '2']","['2', '0']",[],[],[],1.23
06.06.,Rubio Fierros A. F.,0,,,,,,"['1', '0']",[],[],[],[],3.81
06.06.,Shah A.,2,,,,,,"['2', '2', '4', '4', '6', '6']","['1', '0', '2', '3', '4', '3']","['2', '3']",[],[],1.59
06.06.,Alvarez Valdes L. C.,1,,,,,,"['2', '1', '4', '3', '6', '5']","['1', '1', '3', '1']","['2', '0']",[],[],2.15
04.06.,Shah A.,2,,,,,,"['3', '2']","['2', '1']","['2', '1', '4', '1']",[],[],1.43
04.06.,Sinha A.,1,,,,,,[],"['4', '4', '7', '5']",[],[],[],2.66
30.05.,Ambrogi L. E.,2,,,,,,"['3', '3', '4', '4', '7', '5']","['5', '3', '6', '4']",[],[],[],1.58
30.05.,Shah A.,0,,,,,,"['3', '2', '4', '3']","['4', '5']",[],[],[],2.26
29.05.,Shah A.,1,,,,,,"['2', '2', '5', '3']","['1', '0', '3', '0']",[],[],[],1.23
29.05.,Cigarran T.,0,,,,,,"['1', '0']",[],[],[],[],3.81
28.05.,Shah A.,2,,,,,,"['1', '0', '3', '0', '5', '4', '6', '5']","['1', '0', '3', '0', '6', '1']",[],[],[],1.26
28.05.,Gimenez I.,0,,,,,,"['1', '3', '3', '3', '5', '5']",[],[],[],[],3.54
26.05.,Shah A.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '5', '2']",[],[],[],-
26.05.,Perez B.,0,,,,,,[],[],[],[],[],-
22.05.,Midon L.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['2', '0', '4', '0', '6', '4']",[],[],[],1.26
22.05.,Shah A.,0,,,,,,[],"['1', '4', '3', '4']",[],[],[],3.54
21.05.,Shah A.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '3', '0', '5', '2']",[],[],[],1.31
21.05.,Cigarran T.,0,,,,,,[],"['1', '3']",[],[],[],3.20
20.05.,Shah A.,2,,,,,,"['4', '4']","['2', '1', '6', '3']",[],[],[],1.97
20.05.,Ribeiro de Almeida G.,0,,,,,,"['2', '1']",[],[],[],[],1.74
25.04.,Geerts M.,1,,,,,,9,2,67%,75% (27/36),56% (10/18),50% (1/2),26% (8/31),50% (15/30),33% (1/3),69% (37/54),38% (23/61),53% (61/115),5,0,88% (7/8),13% (1/8),50% (8/16),"['3', '3']",[],[],[],[],1.29
25.04.,Shah A.,0,,,,,,5,3,51%,74% (23/31),50% (15/30),67% (2/3),25% (9/36),44% (8/18),50% (1/2),62% (38/61),31% (17/54),49% (56/115),5,0,88% (7/8),13% (1/8),50% (8/16),"['3', '2']",[],[],[],[],3.39
24.04.,Shah A.,2,,,,,,3,5,49%,77% (27/35),62% (23/37),78% (7/9),21% (9/43),62% (32/52),63% (5/8),69% (50/72),43% (41/95),54% (91/167),8,0,85% (11/13),36% (5/14),59% (16/27),"['1', '0', '4', '1', '6', '1']",[],"['3', '3', '6', '4']",[],[],1.81
24.04.,Kirkin E.,1,,,,,,6,7,45%,79% (34/43),38% (20/52),38% (3/8),23% (8/35),38% (14/37),22% (2/9),57% (54/95),31% (22/72),46% (76/167),2,0,64% (9/14),15% (2/13),41% (11/27),[],"['3', '2']","['1', '0']",[],[],1.92
21.04.,Shah A.,2,,,,,,12,5,51%,78% (28/36),50% (17/34),75% (3/4),37% (17/46),56% (14/25),30% (3/10),64% (45/70),44% (31/71),54% (76/141),7,0,90% (9/10),30% (3/10),60% (12/20),[],"['1', '0', '2', '1', '5', '2']",[],[],[],1.47
21.04.,Baadi T.,0,,,,,,6,1,65%,63% (29/46),44% (11/25),70% (7/10),22% (8/36),50% (17/34),25% (1/4),56% (40/71),36% (25/70),46% (65/141),3,1,70% (7/10),10% (1/10),40% (8/20),[],"['1', '1']",[],[],[],2.56
14.04.,Berankis R.,2,,,,,,11,6,50%,81% (35/43),51% (22/43),82% (9/11),30% (13/44),50% (21/42),44% (4/9),66% (57/86),40% (34/86),53% (91/172),5,0,85% (11/13),29% (4/14),56% (15/27),[],"['2', '0', '6', '2']","['5', '3', '6', '4']",[],[],1.54
14.04.,Shah A.,1,,,,,,11,3,51%,70% (31/44),50% (21/42),56% (5/9),19% (8/43),49% (21/43),18% (2/11),60% (52/86),34% (29/86),47% (81/172),5,1,71% (10/14),15% (2/13),44% (12/27),"['3', '1']",[],"['4', '5']",[],[],2.38
04.04.,Crawford O.,2,,,,,,"['3', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.34
04.04.,Shah A.,0,,,,,,[],[],[],[],[],3.04
03.04.,Shah A.,2,,,,,,"['3', '3', '5', '3']","['1', '0', '4', '1']",[],[],[],1.29
03.04.,Dev S D P.,0,,,,,,"['3', '2']",[],[],[],[],3.32
02.04.,Shah A.,2,,,,,,"['1', '0', '4', '1']",[],"['2', '0']",[],[],1.17
02.04.,Sinha N. K.,1,,,,,,[],"['5', '3']",[],[],[],4.48
30.03.,Shah A.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['3', '1']",[],[],[],3.09
30.03.,Clarke J.,0,,,,,,[],[],[],[],[],1.33
29.03.,Shah A.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.23
29.03.,Tyagi K.,0,,,,,,[],[],[],[],[],3.81
28.03.,Shah A.,2,,,,,,"['2', '0', '4', '0', '6', '2']",[],"['4', '2', '6', '2']",[],[],1.82
28.03.,Binda A.,1,,,,,,"['2', '5']","['1', '0', '5', '2']",[],[],[],1.88
27.03.,Shah A.,2,,,,,,"['4', '3']","['1', '2', '3', '2']",[],[],[],1.14
27.03.,Kamath M.,0,,,,,,[],"['2', '0']",[],[],[],4.90
26.03.,Shah A.,2,,,,,,"['1', '0', '3', '0']","['2', '1', '5', '2']",[],[],[],1.16
26.03.,Park M.,0,,,,,,[],[],[],[],[],4.67
22.03.,Clarke J.,2,,,,,,[],"['1', '0']","['3', '1', '6', '2']",[],[],1.21
22.03.,Shah A.,1,,,,,,"['3', '2', '6', '3']","['2', '2']",[],[],[],4.14
21.03.,Shah A.,2,,,,,,[],"['3', '2']","['1', '0', '4', '1', '6', '1']",[],[],-
21.03.,Vishwakarma S.,1,,,,,,"['3', '1', '6', '2']",[],[],[],[],-
20.03.,Shah A.,2,,,,,,"['1', '0', '4', '1']","['1', '0', '2', '1', '4', '1']",[],[],[],1.03
20.03.,Malik A.,0,,,,,,[],"['1', '1']",[],[],[],8.80
18.03.,Shah A.,2,,,,,,"['1', '0', '3', '0', '5', '0', '6', '1']","['3', '3', '5', '3']",[],[],[],1.16
18.03.,Tashi V.,0,,,,,,"['1', '5']","['3', '2']",[],[],[],4.67
