Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/21,2/2,39/19,-,-,-
2024,27/11,2/2,25/9,-,-,-
2023,8/6,-,8/6,-,-,-
2022,6/4,-,6/4,-,-,-
