Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/14,5/3,22/10,-,-,1/1
2024,12/6,-,12/6,-,-,-
2023,7/5,1/2,5/2,-,-,1/1
2022,9/3,4/1,5/2,-,-,-
