Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,92/95,44/49,48/46,-,-,-
2024,19/15,10/7,9/8,-,-,-
2023,38/24,19/12,19/12,-,-,-
2022,19/18,7/7,12/11,-,-,-
2021,10/16,5/11,5/5,-,-,-
2020,1/3,1/1,0/2,-,-,-
2019,1/3,0/2,1/1,-,-,-
2018,3/7,2/4,1/3,-,-,-
2017,0/1,0/1,-,-,-,-
2016,0/4,0/1,0/3,-,-,-
2015,1/3,0/2,1/1,-,-,-
2014,0/1,0/1,-,-,-,-
