Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,136/72,17/19,73/33,37/17,2/2,7/1
2024,27/20,0/4,24/12,1/2,2/2,-
2023,56/22,2/3,33/12,21/7,-,-
2022,36/22,7/6,14/8,15/8,-,-
2021,7/1,-,-,-,-,7/1
2016,2/1,-,2/1,-,-,-
2015,1/2,1/2,-,-,-,-
2014,3/2,3/2,-,-,-,-
2013,4/2,4/2,-,-,-,-
