Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,93/100,18/29,51/39,24/32,-,-
2024,25/21,5/4,18/12,2/5,-,-
2023,23/31,2/8,14/11,7/12,-,-
2022,19/23,2/9,11/8,6/6,-,-
2021,20/18,9/8,7/6,4/4,-,-
2020,4/2,-,-,4/2,-,-
2019,2/4,-,1/2,1/2,-,-
2017,0/1,-,-,0/1,-,-
