Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,168/151,31/42,101/78,27/25,8/6,1/0
2024,25/23,6/4,12/14,0/1,6/4,1/0
2023,38/31,1/3,19/16,16/10,2/2,-
2022,43/30,1/2,33/21,9/7,-,-
2021,19/21,4/9,13/10,2/2,-,-
2019,26/19,10/9,16/9,0/1,-,-
2018,10/16,3/8,7/7,0/1,-,-
2017,3/7,2/4,1/1,0/2,-,-
2016,4/4,4/3,-,0/1,-,-
