Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/43,7/9,38/33,1/1,-,1/0
2024,13/13,3/5,9/8,-,-,1/0
2023,11/10,0/1,11/9,-,-,-
2022,8/8,-,7/7,1/1,-,-
2021,5/3,2/1,3/2,-,-,-
2019,4/3,-,4/3,-,-,-
2018,3/3,2/2,1/1,-,-,-
2016,3/3,-,3/3,-,-,-
