Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,131/74,102/57,21/11,8/6,-,-
2024,7/6,6/5,1/1,-,-,-
2023,30/16,25/10,0/2,5/4,-,-
2022,26/13,26/12,0/1,-,-,-
2021,31/20,25/17,5/2,1/1,-,-
2020,15/8,15/7,0/1,-,-,-
2019,19/6,4/2,15/4,-,-,-
2018,0/1,0/1,-,-,-,-
2017,2/1,-,-,2/1,-,-
2016,0/2,0/2,-,-,-,-
2015,1/1,1/1,-,-,-,-
