Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/69,5/7,56/56,1/1,5/5,-
2024,8/7,0/1,3/3,1/1,4/2,-
2023,19/24,2/3,16/18,-,1/3,-
2022,26/24,1/1,25/23,-,-,-
2021,2/4,-,2/4,-,-,-
2020,9/6,-,9/6,-,-,-
2017,2/2,2/2,-,-,-,-
2016,1/2,-,1/2,-,-,-
