Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,414/315,396/288,18/27,-,-,-
2024,29/24,29/24,-,-,-,-
2023,44/40,39/36,5/4,-,-,-
2022,32/33,31/28,1/5,-,-,-
2021,32/32,23/19,9/13,-,-,-
2020,6/6,6/6,-,-,-,-
2019,51/25,49/23,2/2,-,-,-
2018,48/22,48/22,-,-,-,-
2017,24/26,24/24,0/2,-,-,-
2016,38/26,37/25,1/1,-,-,-
2015,52/30,52/30,-,-,-,-
2014,28/25,28/25,-,-,-,-
2013,22/21,22/21,-,-,-,-
2012,7/4,7/4,-,-,-,-
2011,1/1,1/1,-,-,-,-
