Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,119/54,91/43,5/2,23/9,-,-
2024,22/7,19/6,-,3/1,-,-
2023,32/8,19/6,-,13/2,-,-
2022,23/9,16/5,3/1,4/3,-,-
2021,21/14,16/10,2/1,3/3,-,-
2020,1/2,1/2,-,-,-,-
2019,12/7,12/7,-,-,-,-
2018,8/7,8/7,-,-,-,-
