Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,69/34,23/9,40/22,2/1,4/2,-
2024,55/22,21/8,30/12,-,4/2,-
2023,11/8,2/1,7/6,2/1,-,-
2022,3/3,-,3/3,-,-,-
2021,0/1,-,0/1,-,-,-
