Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/43,20/26,12/15,2/2,-,-
2024,13/14,11/10,2/4,-,-,-
2023,14/14,6/8,7/5,1/1,-,-
2022,6/14,3/8,3/6,-,-,-
2021,1/1,-,-,1/1,-,-
