Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,102/99,27/17,70/71,5/8,0/3,-
2024,13/13,-,10/11,3/2,-,-
2023,17/29,-,16/25,1/2,0/2,-
2022,22/22,3/3,19/16,0/2,0/1,-
2021,11/8,6/5,5/3,-,-,-
2020,6/5,4/3,1/1,1/1,-,-
2019,32/20,14/6,18/13,0/1,-,-
2018,1/2,-,1/2,-,-,-
