Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,111/81,6/9,105/69,0/3,-,-
2024,34/25,2/4,32/19,0/2,-,-
2023,57/43,4/5,53/37,0/1,-,-
2022,20/13,-,20/13,-,-,-
