Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,21/19,4/2,15/14,2/3,-,-
2024,11/8,3/1,6/4,2/3,-,-
2023,8/8,1/1,7/7,-,-,-
2022,2/2,-,2/2,-,-,-
2019,0/1,-,0/1,-,-,-
