Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,48/52,3/6,28/35,13/8,-,4/3
2024,14/5,-,8/4,6/1,-,-
2023,10/10,-,8/8,1/1,-,1/1
2022,7/9,1/1,5/6,0/1,-,1/1
2021,5/20,0/3,4/14,1/3,-,-
2020,11/6,2/2,2/1,5/2,-,2/1
2018,1/2,-,1/2,-,-,-
