Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/39,7/7,24/26,3/5,-,1/1
2024,15/15,7/5,7/8,1/2,-,-
2023,7/11,0/2,5/7,2/2,-,-
2022,10/6,-,9/5,-,-,1/1
2021,3/1,-,3/1,-,-,-
2019,0/2,-,0/2,-,-,-
2018,0/4,-,0/3,0/1,-,-
