Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,17/20,12/14,2/4,3/1,-,0/1
2024,17/14,12/10,2/2,3/1,-,0/1
2023,0/2,0/1,0/1,-,-,-
2022,0/2,0/1,0/1,-,-,-
2021,0/2,0/2,-,-,-,-
