Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,351/289,128/124,114/91,92/65,17/8,0/1
2024,24/20,5/6,3/8,7/3,9/3,-
2023,34/26,2/5,21/13,10/7,1/1,-
2022,24/32,3/10,14/14,1/4,6/3,0/1
2021,38/20,12/8,15/7,10/4,1/1,-
2020,30/21,3/5,18/10,9/6,-,-
2019,30/26,9/12,5/7,16/7,-,-
2018,30/21,12/11,0/2,18/8,-,-
2017,30/30,9/18,14/5,7/7,-,-
2016,47/27,34/15,8/8,5/4,-,-
2015,16/25,11/14,4/5,1/6,-,-
2014,23/21,8/6,9/8,6/7,-,-
2013,17/15,12/9,3/4,2/2,-,-
2012,8/5,8/5,-,-,-,-
