Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W75 Sibenik (Croatia),clay,header
04.10. 20:40,Erjavec V.,0,6^3,6^6,,,,"['1', '1', '4', '4', '5', '5', '6', '6']","['3', '2', '6', '5']",[],[],[],1.50
04.10. 20:40,Semenistaja D.,2,7^7,7^8,,,,"['1', '0', '4', '3', '5', '4', '6', '5']","['5', '5', '6', '6']",[],[],[],2.44
02.10. 15:15,Erjavec V.,2,6,6,,,,"['2', '1', '4', '1']","['1', '0', '2', '1', '4', '3', '6', '3']",[],[],[],2.43
02.10. 15:15,Martic P.,0,4,3,,,,"['3', '5']","['1', '1', '2', '2']",[],[],[],1.51
ITF WOMEN - SINGLES :  W75 Kursumlijska Banja 2 (Serbia),clay,header
26.09. 14:30,Erjavec V.,0,2,5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '3', '5', '3']",[],[],[],1.36
26.09. 14:30,Cengiz B.,2,6,7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0']","['2', '1', '4', '5', '6', '5']",[],[],[],2.94
25.09. 16:30,Erjavec V.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0']","['1', '0', '6', '3']",[],[],[],1.10
25.09. 16:30,Gureva A.,0,2,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],6.01
ITF WOMEN - SINGLES :  W75 Pazardzhik (Bulgaria),clay,header
19.09. 12:30,Erjavec V.,0,6^5,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '4']","['4', '4']",[],[],[],1.26
19.09. 12:30,Werner C.,2,7^7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1']","['3', '2', '5', '4']",[],[],[],3.59
17.09. 14:05,Erjavec V.,2,3,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '0', '4', '0']","['2', '3', '4', '3']",[],[],1.20
17.09. 14:05,Ristic M.,1,6,1,4,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0']",[],"['2', '0']",[],[],4.17
CHALLENGER WOMEN - SINGLES :  Ljubljana (Slovenia),clay,header
10.09. 18:10,Erjavec V.,1,4,6,5,,,4,2,60%,68% (41/60),45% (18/40),67% (10/15),31% (23/74),61% (20/33),40% (4/10),7,59% (59/100),40% (43/107),49% (102/207),5,69% (11/16),25% (4/16),47% (15/32),"['3', '4']","['2', '1', '4', '1']","['3', '2']",[],[],1.26
10.09. 18:10,Paoletti M.,2,6,4,7,,,1,7,69%,69% (51/74),39% (13/33),60% (6/10),32% (19/60),55% (22/40),33% (5/15),8,60% (64/107),41% (41/100),51% (105/207),3,75% (12/16),31% (5/16),53% (17/32),"['2', '0', '6', '4']","['3', '5']","['4', '4', '7', '5']",[],[],3.66
CHALLENGER WOMEN - SINGLES :  Montreux (Switzerland),clay,header
04.09. 15:10,Erjavec V.,0,0,1,,,,1,0,73%,48% (14/29),18% (2/11),50% (5/10),16% (3/19),42% (10/24),0% (0/2),3,40% (16/40),30% (13/43),35% (29/83),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],1.54
04.09. 15:10,Marcinko P.,2,6,6,,,,2,1,44%,84% (16/19),58% (14/24),100% (2/2),52% (15/29),82% (9/11),50% (5/10),5,70% (30/43),60% (24/40),65% (54/83),7,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['3', '1', '5', '1']",[],[],[],2.40
02.09. 19:05,Erjavec V.,2,6,6,,,,2,2,59%,60% (18/30),62% (13/21),67% (4/6),60% (18/30),75% (12/16),75% (6/8),6,60% (30/50),63% (29/46),61% (59/96),10,75% (6/8),75% (6/8),75% (12/16),"['1', '0', '2', '1', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],1.71
02.09. 19:05,Seidel E.,0,1,3,,,,0,2,65%,43% (13/30),25% (4/16),25% (2/8),40% (12/30),38% (8/21),33% (2/6),5,37% (17/46),40% (20/50),39% (37/96),3,25% (2/8),25% (2/8),25% (4/16),"['1', '1']","['2', '5']",[],[],[],2.16
WTA - SINGLES :  US Open (USA) - Qualification,hard,header
21.08. 23:50,Erjavec V.,0,4,4,,,,2,2,58%,59% (24/41),50% (15/30),57% (4/7),21% (7/34),43% (10/23),50% (1/2),9,22,100% (2/2),3,55% (39/71),30% (17/57),44% (56/128),2,70% (7/10),10% (1/10),40% (8/20),[],"['2', '2']",[],[],[],2.68
21.08. 23:50,Birrell K.,2,6,6,,,,1,4,60%,79% (27/34),57% (13/23),50% (1/2),41% (17/41),50% (15/30),43% (3/7),16,21,80% (4/5),10,70% (40/57),45% (32/71),56% (72/128),3,90% (9/10),30% (3/10),60% (12/20),"['2', '1']","['1', '0', '3', '2']",[],[],[],1.48
20.08. 20:35,Erjavec V.,2,6,6,,,,2,2,63%,78% (29/37),55% (12/22),100% (2/2),43% (9/21),40% (14/35),50% (3/6),5,69% (41/59),41% (23/56),56% (64/115),3,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '5', '2']","['5', '4']",[],[],[],1.48
20.08. 20:35,Leonard M.,0,2,4,,,,1,3,38%,57% (12/21),60% (21/35),50% (3/6),22% (8/37),45% (10/22),0% (0/2),5,59% (33/56),31% (18/59),44% (51/115),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.68
ITF WOMEN - SINGLES :  W75 Cordenons (Italy),clay,header
02.08. 23:00,Erjavec V.,1,6,4,6^6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0', '5', '0']","['1', '0']","['1', '0', '5', '4']",[],[],1.55
02.08. 23:00,Ciric Bagaric L.,2,0,6,7^8,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '1', '6', '4']","['2', '2', '5', '5']",[],[],2.34
01.08. 17:55,Erjavec V.,2,6,7^7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0', '6', '1']","['1', '1', '3', '3', '5', '3', '6', '6']",[],[],[],1.51
01.08. 17:55,Brancaccio N.,0,1,6^5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '0', '2', '1', '4', '5', '6', '5']",[],[],[],2.45
31.07. 20:45,Erjavec V.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '6', '0']",[],[],[],1.17
31.07. 20:45,Perrin C.,0,0,0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],4.61
30.07. 14:45,Erjavec V.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '2']",[],[],[],1.09
30.07. 14:45,Morderger T.,0,0,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '2']",[],[],[],6.53
ITF WOMEN - SINGLES :  W35 Horb (Germany),clay,header
28.07. 18:00,Erjavec V.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '4', '5', '5', '7', '5']","['2', '0', '4', '0', '6', '0']",[],[],[],1.23
28.07. 18:00,Struplova J.,0,5,0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '2', '5', '4']",[],[],[],[],3.86
27.07. 18:35,Erjavec V.,2,2,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '0', '5', '2']","['2', '1', '4', '1', '6', '1']",[],[],1.26
