Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,231/133,201/102,8/7,22/21,0/1,0/2
2024,36/24,28/12,2/3,6/6,0/1,0/2
2023,48/22,42/16,-,6/6,-,-
2022,42/27,35/22,-,7/5,-,-
2021,18/9,17/7,-,1/2,-,-
2020,3/3,3/3,-,-,-,-
2019,30/20,26/17,4/2,0/1,-,-
2018,36/20,32/17,2/2,2/1,-,-
2017,18/8,18/8,-,-,-,-
