Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,83/55,71/43,12/12,-,-,-
2024,17/11,17/10,0/1,-,-,-
2023,31/15,24/10,7/5,-,-,-
2022,18/10,15/6,3/4,-,-,-
2021,14/11,12/9,2/2,-,-,-
2020,0/1,0/1,-,-,-,-
2019,1/1,1/1,-,-,-,-
2017,2/6,2/6,-,-,-,-
