Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,233/146,49/54,165/74,19/18,-,-
2024,51/22,2/2,49/19,0/1,-,-
2023,64/26,7/8,54/15,3/3,-,-
2022,42/31,15/14,21/14,6/3,-,-
2021,32/20,10/9,15/6,7/5,-,-
2020,15/17,6/7,7/7,2/3,-,-
2019,14/22,6/12,8/8,0/2,-,-
2018,13/7,1/1,11/5,1/1,-,-
2016,2/1,2/1,-,-,-,-
