Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/29,13/13,32/13,2/3,-,-
2024,14/7,4/3,10/4,-,-,-
2023,23/9,2/2,19/6,2/1,-,-
2022,2/2,2/2,-,-,-,-
2019,0/1,0/1,-,-,-,-
2018,8/10,5/5,3/3,0/2,-,-
